alpha,mmse,qw,q2,pot,MI
0.0001,0.9999111155006423,0.0,8.888449935749089e-05,-0.405455231760078,5.877669122059464e-05
0.0200995,0.9823107469377549,0.0,0.017689253062244868,-0.4034878910156101,0.011734735921296553
0.040099,0.9650592543170666,0.0,0.03494074568293312,-0.4015363727428985,0.02325458075708648
0.0600985,0.9481540996891644,0.0,0.051845900310835365,-0.3996008779716111,0.03462023401089671
0.080098,0.9315924546111045,0.0,0.06840754538889522,-0.3976815926249319,0.04583364823897802
0.1000975,0.9153712126380318,0.0,0.084628787361968,-0.39577868742871647,0.05689680270211779
0.120097,0.8994870027752438,0.0,0.10051299722475589,-0.39389231787722145,0.06781170031801868
0.14009649999999998,0.8839362037609719,0.0,0.11606379623902781,-0.3920226242539073,0.07858036462088387
0.160096,0.8687149590465847,0.0,0.13128504095341506,-0.390169731705416,0.08920483674302085
0.1800955,0.8538191923394532,0.0,0.14618080766054656,-0.3883337503664474,0.09968717243253279
0.200095,0.8392446235742386,0.0,0.16075537642576124,-0.3865147755329243,0.11002943912030418
0.2200945,0.824986785180756,0.0,0.17501321481924384,-0.38471288788055796,0.1202337130485296
0.24009399999999997,0.8110410385206622,0.0,0.18895896147933755,-0.38292815372568156,0.1303020764719937
0.2600935,0.7974025903708095,0.0,0.20259740962919032,-0.3811606253250453,0.14023661494221693
0.280093,0.7840665093380028,0.0,0.215933490661997,-0.3794103412111142,0.1500394146834383
0.3000925,0.7710277420978626,0.0,0.22897225790213716,-0.37767732655933645,0.15971256006825585
0.320092,0.7582811293593021,0.0,0.2417188706406977,-0.37596159358379433,0.16925813119957978
0.3400915,0.7458214214655569,0.0,0.25417857853444303,-0.374263141957653,0.17867820160440573
0.360091,0.7336432935525363,0.0,0.26635670644746356,-0.3725819592548565,0.18797483604379597
0.3800905,0.7217413601952959,0.0,0.27825863980470406,-0.3709180214095983,0.19715008844237622
0.40009,0.7101101894834699,0.0,0.28988981051653,-0.369271293190187,0.20620599993962166
0.4200895,0.6987443164764013,0.0,0.30125568352359855,-0.36764172868406814,0.215144597064241
0.440089,0.6876382559982879,0.0,0.312361744001712,-0.3660292717909109,0.22396789003206113
0.4600885,0.6767865147428428,0.0,0.32321348525715704,-0.36443385672083634,0.23267787116698124
0.48008799999999996,0.6661836026656145,0.0,0.3338163973343854,-0.36285540849505565,0.24127651344381223
0.5000875,0.6558240436501654,0.0,0.34417595634983444,-0.36129384344637927,0.24976576915113755
0.520087,0.6457023854417149,0.0,0.354297614558285,-0.3597490697172568,0.25814756867172445
0.5400865,0.635813208848553,0.0,0.3641867911514469,-0.35822098775322075,0.2664238193774978
0.560086,0.6261511362175493,0.0,0.3738488637824506,-0.3567094907898091,0.2745964046356316
0.5800855,0.6167108391953581,0.0,0.38328916080464187,-0.3552144653312433,0.2826671829219349
0.600085,0.6074870457915212,0.0,0.39251295420847865,-0.35373579161934865,0.2906379870374061
0.6200845,0.5984745467635763,0.0,0.4015254532364236,-0.35227334409138505,0.2985106234235729
0.640084,0.589668201347538,0.0,0.41033179865246194,-0.35082699182565297,0.3062868715720579
0.6600834999999999,0.5810629423597676,0.0,0.41893705764023226,-0.34939659897391057,0.3139684835236774
0.680083,0.5726537806983306,0.0,0.4273462193016693,-0.3479820251798067,0.3215571834522953
0.7000824999999999,0.564435809273487,0.0,0.43556419072651287,-0.34658312598269214,0.32905466732862587
0.720082,0.5564042063980509,0.0,0.44359579360194906,-0.3451997532063139,0.3364626026591791
0.7400815,0.5485542386690002,0.0,0.4514457613309997,-0.34383175533203364,0.3437826282955816
0.760081,0.5408812633720009,0.0,0.45911873662799896,-0.34247897785633213,0.3510163543095817
0.7800805,0.5333807304404489,0.0,0.4666192695595511,-0.3411412636324762,0.35816536192914333
0.80008,0.526048184000297,0.0,0.4739518159997029,-0.3398184531963155,0.3652312035311433
0.8200795,0.5188792635313538,0.0,0.4811207364686461,-0.33851038507627884,0.37221540268634296
0.840079,0.5118697046749456,0.0,0.48813029532505425,-0.33721689608770755,0.3791194542524406
0.8600785,0.5050153397168985,0.0,0.49498466028310145,-0.3359378216117378,0.3859448245111835
0.880078,0.4983120977736949,0.0,0.501687902226305,-0.3346729958590039,0.3926929513456938
0.9000775,0.49167860750335635,0.01655605495530141,0.5083213924966435,-0.33342204332019354,0.3993648685850474
0.920077,0.48510316163786227,0.029529693680496474,0.5148968383621376,-0.33218426939773643,0.40596096280679816
0.9400765,0.47858951898810265,0.042303799091126255,0.5214104810118972,-0.33095903625281237,0.41248161617080126
0.9600759999999999,0.4721437372338019,0.05488349038281211,0.527856262766198,-0.3297458032861628,0.41892729549999086
0.9800755,0.4657709426575297,0.06727452259284857,0.5342290573424702,-0.3285441104093901,0.4252985389370266
1.000075,0.4594754098446755,0.07948310519455817,0.5405245901553244,-0.3273535652795757,0.4315959465133851
1.0200745,0.4532606401722553,0.09151577016933418,0.5467393598277446,-0.32617383239215736,0.43782017144596064
1.040074,0.44712943697535645,0.10337927513027802,0.5528705630246434,-0.32500462377858624,0.44397191215420323
1.0600735,0.4410839762055542,0.11508053196313489,0.5589160237944457,-0.3238456910844895,0.4500519049716233
1.080073,0.43512587197630903,0.1266265544887873,0.5648741280236909,-0.32269681883210605,0.45606091751430616
1.1000725,0.42925623675846336,0.13802442060593284,0.5707437632415365,-0.3215578186965241,0.46199974266296306
1.120072,0.423475736221402,0.14928124567783665,0.5765242637785979,-0.32042852464834826,0.46786919311223996
1.1400715,0.4177846388626555,0.16040416477840633,0.5822153611373444,-0.31930878883577507,0.4736700964402526
1.160071,0.41218286064966025,0.17140032212544395,0.5878171393503396,-0.3181984780968488,0.4794032906519525
1.1800705,0.40667000494993444,0.18227686638875545,0.5933299950500655,-0.3170974710080718,0.48506962015132643
1.20007,0.4012453980407983,0.19304095098177748,0.5987546019592016,-0.31600565538883907,0.4906699320993245
1.2200695,0.39590812049597857,0.20369973864057964,0.6040918795040213,-0.31492292619258777,0.4962050731165027
1.240069,0.3906570347311241,0.2142604098645632,0.6093429652688758,-0.3138491837253284,0.5016758862915078
1.2600685,0.38549080897891763,0.22473017486137903,0.6145091910210823,-0.3127843321405796,0.5070832084585946
1.280068,0.38040793792932703,0.23511628890904612,0.6195920620706729,-0.31172827816684384,0.5124278677092732
1.3000675,0.37540676025053443,0.24542607105530978,0.6245932397494655,-0.3106809300297935,0.5177106811048309
1.3200669999999999,0.37048547316846875,0.2556669262530155,0.6295145268315312,-0.30964219653644903,0.5229324525578665
1.3400665,0.3656421442474473,0.2658463711361075,0.6343578557525527,-0.30861198629291753,0.5280939708519925
1.360066,0.36087472047241403,0.2759720637866738,0.6391252795275859,-0.30759020703083545,0.5331960077694885
1.3800655,0.3561810346976689,0.28605183789049604,0.6438189653023311,-0.3065767650206096,0.5382393162968797
1.400065,0.3515588094647864,0.2960937419701887,0.6484411905352135,-0.30557156455191997,0.5432246288780386
1.4200645,0.34700565814735845,0.30610608444616016,0.6529943418526415,-0.30457450746380804,0.5481526556834402
1.440064,0.3425190833125806,0.31609748552021716,0.6574809166874194,-0.30358549270803825,0.5530240828624707
1.4600635,0.33809647210143196,0.32607693724116726,0.661903527898568,-0.3026044159303043,0.557839570743057
1.480063,0.3337350883509475,0.336053873281105,0.6662649116490524,-0.30163116905425935,0.5625997519391454
1.5000625,0.32943206104325534,0.3460382505719503,0.6705679389567446,-0.3006656398532249,0.5673052293213847
1.520062,0.3251843685271591,0.3560406453845427,0.6748156314728408,-0.29970771149374764,0.5719565737994379
1.5400615,0.32098881775469584,0.3660723672275105,0.6790111822453041,-0.2987572620337986,0.5765543218550411
1.560061,0.3168420175101356,0.3761455949591242,0.6831579824898644,-0.2978141638562104,0.5810989727525696
1.5800605,0.31274034426546854,0.38627354076592096,0.6872596557345314,-0.2968782830146946,0.5855909853373739
1.60006,0.3086798988097544,0.3964706495433453,0.6913201011902456,-0.2959494784651475,0.5900307743100736
1.6200595,0.3046564511413122,0.4067528436713108,0.6953435488586878,-0.29502760114844806,0.5944187058351854
1.640059,0.30066537017149525,0.4171378267335434,0.6993346298285047,-0.2941124928818698,0.5987550923018615
1.6600584999999999,0.2967015334498318,0.42764546472013965,0.7032984665501681,-0.2932039850034936,0.6030401859985041
1.680058,0.292759210158896,0.4382982705410821,0.707240789841104,-0.29230189669600387,0.6072741713847413
1.7000575,0.28883190769927997,0.4491220284921353,0.71116809230072,-0.2914060328904516,0.6114571555329608
1.720057,0.28491216772430933,0.4601466116432742,0.7150878322756906,-0.2905161816130105,0.6155891561505944
1.7400565,0.2809912905137159,0.47140707042071933,0.719008709486284,-0.2896321105819694,0.6196700863563751
1.760056,0.2770589553623149,0.48294511104624677,0.722941044637685,-0.28875356277745223,0.6236997350237803
1.7800555,0.27310268601735904,0.4948111491834269,0.7268973139826409,-0.2878802505740807,0.6276777409451497
1.800055,0.26910707823758323,0.5070672370115694,0.7308929217624167,-0.28701184781387434,0.6316035581723074
1.8200545,0.2650526489526566,0.5197913642638711,0.7349473510473433,-0.2861479788413663,0.6354764083968586
1.840054,0.260914058083813,0.5330840101005405,0.7390859419161869,-0.2852882029041438,0.639295213643246
1.8600535,0.25665723686192515,0.5470785698435705,0.7433427631380748,-0.28443199118833506,0.6430584978192382
1.880053,0.2522344889713081,0.5619588716421404,0.7477655110286918,-0.2835786915487632,0.6467642364857199
1.9000525,0.2475755288361014,0.5779907075954557,0.7524244711638985,-0.28272747134031045,0.650409614944228
1.9200519999999999,0.24256949867716976,0.5955840276530135,0.7574305013228302,-0.28187721793320814,0.6539906101062333
1.9400515,0.2370239012373982,0.6154323558970586,0.7629760987626018,-0.2810263476936363,0.6575011933226619
1.960051,0.23055039559143703,0.6388925719788312,0.7694496044085629,-0.2801723810419191,0.6609315703702211
1.9800505,0.22211256078899605,0.6694525337374335,0.7778874392110039,-0.2793107241258159,0.6642631775698912
2.00005,0.10721666585513409,0.9182869969652077,0.8927833341448659,-0.2782643358552599,0.6667869100486399
2.0200495000000003,0.09360994487770334,0.9325873580654157,0.9063900551222966,-0.27699457159808055,0.66832447245834
2.0400490000000002,0.08410042956820661,0.9416890848989138,0.9158995704317934,-0.2757086470136419,0.6696945205480641
2.0600485,0.0766315469182851,0.9483852334409315,0.9233684530817149,-0.2744171462608293,0.6709387228882934
2.080048,0.07044578059359806,0.9536559006569663,0.9295542194064019,-0.2731258981477739,0.6720806587569423
2.1000475,0.06516221185347292,0.9579738590583329,0.9348377881465271,-0.27183865224981285,0.6731361070426499
2.120047,0.060556631247108514,0.9616070868993335,0.9394433687528915,-0.27055801429033516,0.674116596511328
2.1400465000000004,0.05648358041101874,0.9647234732348164,0.9435164195889812,-0.2692858777960636,0.6750310245662425
2.1600460000000004,0.05284219750180673,0.9674356917323029,0.9471578024981933,-0.26802365674495277,0.6758865198725632
2.1800455000000003,0.04955906976971523,0.9698232680922817,0.9504409302302848,-0.26677242435593507,0.6766889515859315
2.2000450000000003,0.04657875460330884,0.9719445400174556,0.9534212453966912,-0.2655330020756273,0.6774432527518766
2.2200445,0.043858147969034526,0.9738436288254224,0.9561418520309655,-0.26430601979277074,0.6781536373100847
2.240044,0.04136294520942096,0.9755547407737474,0.958637054790579,-0.26309195832107135,0.6788237521106444
2.2600435,0.03906531413422187,0.9771049447742255,0.9609346858657781,-0.26189118038444087,0.6794567871557701
2.280043,0.03694230739382431,0.9785160347440528,0.9630576926061757,-0.26070395383412387,0.68005555785453
2.3000425,0.03497474509775821,0.9798058181117734,0.9650252549022418,-0.2595304694365037,0.6806225678742059
2.3200420000000004,0.033146407424223916,0.9809890314108518,0.9668535925757761,-0.2583708547568825,0.6811600581456126
2.3400415000000003,0.03144343783614,0.9820780060318521,0.96855656216386,-0.25722518516747855,0.6816700457415383
2.3600410000000003,0.02985389319722786,0.9830831620915105,0.9701461068027721,-0.25609349269276704,0.6821543551891225
2.3800405000000002,0.028367398698722172,0.984013381305131,0.9716326013012778,-0.25497577319902226,0.6826146440233278
2.40004,0.026974879132367728,0.9848762929049681,0.9730251208676323,-0.2538719922961474,0.6830524238847353
2.4200395,0.02566834672803952,0.9856784959629178,0.9743316532719605,-0.2527820902241964,0.6834690781195739
2.440039,0.024440731592540003,0.9864257344321249,0.97555926840746,-0.25170598592958976,0.6838658765981276
2.4600385,0.02328574472298672,0.9871230365067066,0.9767142552770133,-0.25064358048761054,0.68424398829506
2.4800380000000004,0.022197766194869236,0.9877748267332349,0.9778022338051308,-0.2495947599924678,0.6846044920502097
2.5000375000000004,0.02117175312560182,0.9883850170098888,0.9788282468743982,-0.24855939800988805,0.6849483858355924
2.5200370000000003,0.020203163197563875,0.9889570811345944,0.9797968368024361,-0.24753735766753748,0.6852765947856493
2.5400365000000003,0.019287890746199184,0.9894941162840721,0.9807121092538008,-0.24652849344349353,0.685589978195253
2.560036,0.0184222128456043,0.9899988941589697,0.9815777871543957,-0.2455326527013788,0.6858893356498299
2.5800355,0.017602743663873707,0.990473903740034,0.9823972563361263,-0.24454967701176006,0.6861754124210171
2.600035,0.016826395474457186,0.990921387320417,0.9831736045255428,-0.24357940329223207,0.6864489042365959
2.6200345,0.016090345253262025,0.9913433709970833,0.983909654746738,-0.24262166479315428,0.6867104615152494
2.640034,0.01539200587063316,0.9917416906373063,0.9846079941293668,-0.24167629195098914,0.6869606931388168
2.6600335000000004,0.014729001133922167,0.9921180140987071,0.9852709988660778,-0.2407431131282789,0.6872001698262565
2.6800330000000003,0.014099144089070311,0.9924738603213685,0.9859008559109297,-0.23982195525564906,0.6874294271600504
2.7000325000000003,0.013500418055995663,0.992810615816477,0.9864995819440043,-0.23891264438916301,0.6876489683095816
2.7200320000000002,0.012930959980053554,0.9931295489701207,0.9870690400199464,-0.2380150061942453,0.6878592664887982
2.7400315,0.012389045773955384,0.993431822493849,0.9876109542260446,-0.23712886636573968,0.6880607671800334
2.760031,0.01187307748955568,0.9937185042336596,0.9881269225104443,-0.23625405099229402,0.6882538901513149
2.7800305,0.011381571637484432,0.993990576819534,0.9886184283625156,-0.23539038687210753,0.6884390312906989
2.80003,0.010913149201143278,0.9942489459297507,0.9890868507988567,-0.23453770178609595,0.6886165642779178
2.8200295000000004,0.010466526451815226,0.9944944477391127,0.9895334735481848,-0.2336958247337223,0.6887868421110179
2.8400290000000004,0.010040506839576356,0.9947278554523177,0.9899594931604236,-0.2328645861360315,0.6889501985033112
2.8600285000000003,0.009633973707620867,0.994949885110612,0.9903660262923791,-0.23204381800985213,0.6891069491641285
2.8800280000000003,0.009245883752600824,0.9951612007540471,0.9907541162473992,-0.23123335411664672,0.6892573929753548
2.9000275,0.008875261125199872,0.9953624190310548,0.9911247388748001,-0.2304330300886706,0.689401813072075
