alpha,mmse,q2,pot,MI
0.0001,0.9999119616989336,8.80383010657404e-05,-0.4054568125492491,5.877700737842885e-05
0.0200995,0.9822892219711188,0.017710778028880547,-0.4034866804494059,0.011734687257745709
0.040099,0.9648980415964845,0.03510195840351482,-0.4015270887447646,0.02325383619900414
0.0600985,0.9476431152573983,0.05235688474260103,-0.3995708765294324,0.03461662792755115
0.080098,0.9304559717479235,0.06954402825207584,-0.3976135171816832,0.04582274282527135
0.1000975,0.9132926535226036,0.08670734647739575,-0.39565153345593984,0.05687134711253777
0.120097,0.8961318497341677,0.10386815026583163,-0.3936824691877558,0.06776129592190117
0.14009649999999998,0.8789722175847994,0.12102778241519996,-0.39170483924452193,0.07849132348574914
0.160096,0.8618288689924498,0.13817113100754952,-0.3897180496378764,0.08906021175845119
0.1800955,0.8447292873887624,0.15527071261123693,-0.3877222885843793,0.0994669294017879
0.200095,0.8277091468255382,0.17229085317446113,-0.3857183973679156,0.10971073654244934
0.2200945,0.8108084699512454,0.1891915300487539,-0.383707732373623,0.1197912546510874
0.24009399999999997,0.7940684124961626,0.20593158750383678,-0.381692030002531,0.12970850469362147
0.2600935,0.7775288097027373,0.22247119029726203,-0.3796732827139598,0.1394629186513842
0.280093,0.7612264687360499,0.2387735312639494,-0.37765363201812563,0.14905533078745478
0.3000925,0.7451941109376623,0.25480588906233703,-0.3756352799211736,0.1584869543067301
0.320092,0.7294598326234658,0.2705401673765335,-0.3736204192218441,0.167759348831849
0.3400915,0.7140469468997424,0.285953053100257,-0.3716111806588687,0.17687438261231475
0.360091,0.698974098927917,0.3010259010720824,-0.3696095946247225,0.1858341925397368
0.3800905,0.6842555464976647,0.3157444535023346,-0.3676175654267955,0.19464114451291323
0.40009,0.669901542274175,0.33009845772582436,-0.3656368549015393,0.20329779510981155
0.4200895,0.6559187674049849,0.34408123259501444,-0.3636690737927832,0.2118068558503361
0.440089,0.6423107732681697,0.3576892267318297,-0.36171567901380086,0.22017116056869
0.4600885,0.6290784141711321,0.37092158582886725,-0.35977797512702603,0.22839363600963367
0.48008799999999996,0.61622025393385,0.3837797460661494,-0.3578571186031381,0.23647727544855043
0.5000875,0.603732938742139,0.3962670612578605,-0.35595412462569864,0.2444251158796633
0.520087,0.5916115326173269,0.40838846738267254,-0.3540698751328226,0.2522402181240552
0.5400865,0.5798498147831773,0.4201501852168221,-0.3522051270205275,0.2599256490422823
0.560086,0.5684405400796829,0.4315594599203165,-0.3503605221333993,0.2674844677178437
0.5800855,0.5573756646937037,0.44262433530629575,-0.34853659534457226,0.2749197118216288
0.600085,0.5466465400804136,0.45335345991958587,-0.34673378466632937,0.28223438835260095
0.6200845,0.5362440782062677,0.4637559217937317,-0.34495243940404463,0.2894314643783786
0.640084,0.5261588912730161,0.4738411087269834,-0.3431928282731532,0.2965138596853814
0.6600834999999999,0.5163814089729039,0.4836185910270956,-0.34145514776231084,0.30348444170201344
0.680083,0.5069019761231034,0.49309802387689605,-0.3397395292227333,0.3103460206963466
0.7000824999999999,0.4977109332949615,0.5022890667050379,-0.338046045547993,0.31710134610177537
