alpha,qw,q2,mmse
0.0,0.0,0.0,1.166666666666667
0.04,0.0,0.03246487370823334,1.1342017929584336
0.08,0.0,0.0636689802234031,1.1029976864432638
0.12,0.0,0.09363926416298035,1.0730274025036866
0.16,0.0,0.12240552197702885,1.0442611446896382
0.2,0.0,0.15000000000000005,1.016666666666667
0.24,0.0,0.17645698539519977,0.9902096812714671
0.28,0.0,0.2018124003084913,0.9648542663581756
0.32,0.0,0.22610340825183103,0.9405632584148359
0.36,0.0,0.24936804021738565,0.9172986264492813
0.4,0.0,0.2716448463958952,0.8950218202707717
0.44,0.0,0.2929725777491406,0.8736940889175263
0.48,0.0,0.31338990015347856,0.8532767665131883
0.52,0.0,0.33293514245337746,0.8337315242132893
0.56,0.0,0.3516460785810013,0.8150205880856656
0.6,0.0,0.3695597429292203,0.7971069237374465
0.64,0.0,0.38671227741255004,0.7799543892541169
0.68,0.0,0.40313880810183017,0.7635278585648367
0.72,0.0,0.4188733489533972,0.7477933177132697
0.76,0.0,0.43394872994638334,0.7327179367202835
0.8,0.0,0.4483965468648615,0.7182701198018053
0.84,0.0,0.46224712998742384,0.7044195366792431
0.88,0.0,0.475529529049965,0.6911371376167018
0.92,0.0,0.48827151200533286,0.6783951546613339
0.96,0.0,0.5004995752973617,0.6661670913693052
1.0,0.04925430310439377,0.5129068937407689,0.6537398578811968
1.04,0.09492281627659985,0.5258995908027304,0.6406245280392585
1.08,0.1387211172759729,0.5392589242074197,0.6269628280373486
1.12,0.18042040528923337,0.5527873682787646,0.6129004719031782
1.16,0.21986514746795202,0.5663133501842181,0.5985819112470937
1.2,0.2569771890090942,0.5796939338662461,0.5841443872217946
1.24,0.2917485204937177,0.5928154560253064,0.5697124078183328
1.28,0.3242276959524063,0.6055920455057907,0.5553939574547964
1.32,0.3545043834575693,0.6179625970924219,0.5412787768649016
1.36,0.3826950122203724,0.6298869478612534,0.527438422340151
1.4000000000000001,0.4089309527013389,0.6413418925961885,0.5139275600794904
1.44,0.43334958105682314,0.6523174602933418,0.5007859524403596
1.48,0.45608798039758913,0.6628136710642325,0.4880407106914987
