alpha,mean_mmse,std_mmse
0.2,0.07709026372736089,0.0037522037701152628
0.4,0.06109799756481937,0.0027941708803709314
0.6,0.05135547738857722,0.0015283191309583743
0.8,0.04301608436286403,0.002511844611569523
1.0,0.038594039696403154,0.0018108838480497137
1.2,0.03624191263636101,0.0014716720968759153
1.4,0.0339770192004151,0.00109114439610375
1.6,0.033565008384792865,0.0019234626666891086
1.8,0.03307447808608077,0.0011642050982607268
